year,month,weekday,num_riders,name,id,abbr,gtfs_latitude,gtfs_longitude,address,city,county,state,zipcode
1999,9,Wednesday,11894.4,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,10,Friday,11593.4,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,10,Monday,8625.25,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,10,Saturday,3831.2,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,10,Sunday,2967.0,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,10,Thursday,12025.5,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,10,Tuesday,11695.0,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,10,Wednesday,11906.75,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,11,Friday,10398.5,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,11,Monday,11657.4,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,11,Saturday,4065.75,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,11,Sunday,2762.25,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,11,Thursday,9223.25,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,11,Tuesday,12060.6,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,11,Wednesday,12078.75,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,12,Friday,9235.2,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,12,Monday,10911.5,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,12,Saturday,3724.0,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,12,Sunday,2892.0,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,12,Thursday,10978.8,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,12,Tuesday,11471.75,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,12,Wednesday,11562.4,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
2000,1,Friday,11992.0,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
2000,1,Monday,10418.0,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
2000,1,Saturday,3269.4,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
2000,1,Sunday,2512.2,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
2000,1,Thursday,12324.25,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
2000,1,Tuesday,11710.5,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
2000,1,Wednesday,12247.75,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
2000,2,Friday,12260.0,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
2000,2,Monday,10311.0,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
2000,2,Saturday,4191.75,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
2000,2,Sunday,2590.25,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
2000,2,Thursday,12563.75,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
2000,2,Tuesday,12374.4,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
